ID,city,NO,VMDPP,VMKMT,VMOTHER,VCDPP,VCKMT,VCOTHER,VP
B655,B,655,299,502,9,298,435,73,1
B656,B,656,385,578,9,355,488,109,1
B657,B,657,340,568,6,287,518,100,1
B658,B,658,384,605,9,305,549,142,1
B659,B,659,321,547,13,301,492,77,1
B660,B,660,291,434,6,249,401,57,1
B661,B,661,371,566,7,344,524,83,1
B662,B,662,332,583,9,238,565,114,1
B663,B,663,228,460,3,167,445,70,1
B664,B,664,322,557,4,284,528,72,1
B665,B,665,92,799,12,59,760,59,1
B666,B,666,105,824,3,58,816,55,1
B667,B,667,405,589,10,335,534,110,1
B668,B,668,461,544,5,375,514,113,1
B669,B,669,359,456,9,354,361,81,1
B670,B,670,355,419,12,343,349,79,1
B671,B,671,307,398,10,318,320,72,0
B672,B,672,384,567,7,311,534,105,1
B673,B,673,314,503,5,258,451,89,1
B674,B,674,372,506,8,306,453,104,1
B675,B,675,468,622,6,358,588,132,1
B676,B,676,409,575,12,338,516,113,1
B677,B,677,444,632,7,319,603,155,1
B678,B,678,369,658,6,288,585,123,1
B679,B,679,443,533,15,319,556,113,1
B680,B,680,419,554,7,298,561,114,1
B681,B,681,390,542,11,272,562,104,1
B682,B,682,385,570,9,293,540,115,1
B683,B,683,367,411,11,270,419,89,1
B684,B,684,389,438,14,280,459,96,1
B685,B,685,465,646,17,341,637,149,1
B686,B,686,446,619,7,347,594,121,1
B687,B,687,493,645,13,387,631,119,1
B688,B,688,328,519,14,283,468,101,1
B689,B,689,426,518,12,394,459,98,1
B690,B,690,415,537,10,373,455,107,1
B691,B,691,404,593,10,274,609,124,1
B692,B,692,398,630,11,310,610,106,1
B693,B,693,412,602,5,286,599,124,1
B694,B,694,341,609,8,279,566,89,1
B695,B,695,392,417,9,349,393,78,1
B696,B,696,456,436,9,462,356,74,1
B697,B,697,369,478,9,323,464,70,1
B698,B,698,86,631,7,51,607,42,1
B699,B,699,85,675,1,37,680,39,1
B700,B,700,334,665,4,203,703,55,1
B701,B,701,400,584,10,275,643,84,1
B702,B,702,413,529,5,369,491,83,1
B703,B,703,308,648,12,228,630,86,1
B704,B,704,331,618,9,253,608,95,1
B705,B,705,388,331,11,364,321,46,1
B706,B,706,358,598,9,292,590,61,1
B707,B,707,438,694,6,360,683,89,1
B708,B,708,426,423,12,451,349,50,1
B709,B,709,312,350,12,344,299,44,0
B710,B,710,390,559,9,363,530,58,0
B711,B,711,340,659,12,257,638,106,1
B712,B,712,506,540,12,485,466,112,1
B713,B,713,341,486,14,302,458,68,1
B714,B,714,288,483,8,213,467,94,1
B715,B,715,331,568,11,246,555,92,1
B716,B,716,322,625,6,224,531,117,1
B717,B,717,228,657,10,200,619,118,1
B718,B,718,353,599,10,254,509,180,1
B719,B,719,325,463,4,211,395,177,1
B720,B,720,314,479,6,279,405,85,1
B721,B,721,345,505,6,279,482,96,1
B722,B,722,562,787,13,431,764,149,1
B723,B,723,291,558,8,219,498,122,1
B724,B,724,418,740,11,365,640,140,1
B725,B,725,371,676,15,293,574,168,1
B726,B,726,369,650,15,265,605,173,1
B727,B,727,346,650,5,255,599,134,1
B728,B,728,373,714,13,256,637,188,1
B729,B,729,267,525,9,172,475,136,1
B730,B,730,266,578,8,182,536,120,1
B731,B,731,269,506,11,208,459,103,1
B732,B,732,309,523,4,231,467,112,1
B733,B,733,498,464,9,457,398,101,1
B734,B,734,477,442,10,432,374,119,1
B735,B,735,412,461,8,382,401,86,1
B736,B,736,416,626,18,338,551,156,1
B737,B,737,404,521,13,330,487,113,1
B738,B,738,392,622,5,285,566,147,1
B739,B,739,448,609,12,347,543,147,1
B740,B,740,354,539,12,276,484,137,1
B741,B,741,314,422,12,415,288,35,1
B742,B,742,349,372,9,437,252,42,1
B743,B,743,295,377,11,265,346,62,1
B744,B,744,323,389,3,252,340,101,1
B745,B,745,376,458,7,275,447,345,1
B746,B,746,402,457,13,289,382,201,0
B747,B,747,421,493,13,311,398,221,0
B748,B,748,352,487,13,251,430,180,1
B749,B,749,332,584,2,246,473,192,1
B750,B,750,320,539,10,222,420,225,0
B751,B,751,411,463,8,269,444,164,1
B752,B,752,348,494,8,222,416,201,0
B753,B,753,354,577,5,236,530,164,1
B754,B,754,410,457,8,244,436,173,1
B755,B,755,339,472,8,217,428,166,1
B756,B,756,407,432,13,272,389,182,1
B757,B,757,421,561,15,307,494,187,1
B758,B,758,370,444,11,253,403,161,1
B759,B,759,336,490,6,290,382,151,1
B760,B,760,445,514,11,378,432,154,1
B761,B,761,377,527,16,328,460,129,0
B762,B,762,337,479,8,277,395,157,1
B763,B,763,425,459,12,358,387,145,1
B764,B,764,383,468,9,312,378,161,1
B765,B,765,474,491,16,383,422,173,1
B766,B,766,227,213,4,199,161,79,1
B767,B,767,282,300,8,251,217,124,1
B768,B,768,369,421,12,310,353,147,1
B769,B,769,280,475,12,250,382,128,0
B770,B,770,311,451,13,257,363,145,1
B771,B,771,306,603,14,252,477,130,1
B772,B,772,218,384,7,186,350,118,1
B773,B,773,202,363,5,201,250,102,1
B774,B,774,355,455,13,306,386,135,1
B775,B,775,397,496,9,304,422,168,1
B776,B,776,299,498,10,214,368,190,1
B777,B,777,329,479,12,230,379,234,1
B778,B,778,399,509,10,301,397,184,1
B779,B,779,290,336,5,186,249,177,1
B780,B,780,277,480,4,203,381,169,1
B781,B,781,350,380,11,293,291,145,1
B782,B,782,297,375,8,249,255,168,1
B783,B,783,301,444,8,228,355,149,1
B784,B,784,341,493,12,278,406,166,1
B785,B,785,363,445,12,280,354,167,1
B786,B,786,442,509,13,333,412,217,1
B787,B,787,487,505,13,365,393,233,1
B788,B,788,390,575,24,279,454,257,1
B789,B,789,399,447,11,302,349,210,1
B790,B,790,348,480,9,272,368,192,1
B791,B,791,359,475,13,271,358,209,1
B792,B,792,293,521,11,224,439,158,1
B793,B,793,274,502,10,200,387,174,1
B794,B,794,279,502,4,180,421,180,1
B795,B,795,290,508,11,182,438,176,1
B796,B,796,283,511,8,191,446,151,1
B797,B,797,307,506,10,223,408,186,1
B798,B,798,256,450,10,161,347,174,1
B799,B,799,272,427,6,193,368,139,1
B800,B,800,297,718,9,199,594,220,1
B801,B,801,279,536,7,195,417,200,1
B802,B,802,295,506,8,251,407,143,1
B803,B,803,257,520,6,248,370,134,1
B804,B,804,302,498,7,254,373,178,1
B805,B,805,231,484,6,164,409,146,1
B806,B,806,244,499,6,180,403,162,1
B807,B,807,232,433,4,183,344,146,1
B808,B,808,306,466,7,187,400,178,1
B809,B,809,305,453,8,218,376,155,1
B810,B,810,366,469,5,246,404,180,1
B811,B,811,370,488,10,277,422,158,1
B812,B,812,321,500,5,215,423,168,1
B813,B,813,374,579,5,224,503,198,1
B814,B,814,392,586,12,290,461,216,1
B815,B,815,378,577,13,211,520,221,1
B816,B,816,352,497,7,246,410,172,1
B817,B,817,394,537,6,312,440,176,1
B818,B,818,359,519,6,283,411,167,1
B819,B,819,309,511,6,228,440,135,1
B820,B,820,403,523,14,295,439,198,1
B821,B,821,347,494,8,267,409,154,1
B822,B,822,391,637,14,256,541,236,1
B823,B,823,446,532,7,325,436,222,1
B824,B,824,427,555,9,306,438,233,1
B825,B,825,368,505,13,263,434,180,1
B826,B,826,498,583,6,304,536,240,1
B827,B,827,339,537,7,228,449,202,1
B828,B,828,325,608,12,213,532,190,1
B829,B,829,292,508,4,226,366,201,1
B830,B,830,333,480,10,226,383,202,1
B831,B,831,262,446,9,180,353,167,1
B832,B,832,334,597,11,227,502,205,1
B833,B,833,338,535,11,222,452,194,1
B834,B,834,330,346,1,203,275,187,1
B835,B,835,287,388,9,152,339,200,1
B836,B,836,313,483,11,254,389,165,1
B837,B,837,377,392,10,289,340,143,1
B838,B,838,336,401,6,235,348,145,1
B839,B,839,336,422,4,257,340,162,1
B840,B,840,388,505,6,278,427,179,1
B841,B,841,383,481,12,309,398,168,1
B842,B,842,359,583,5,283,453,189,1
B843,B,843,277,454,9,212,389,144,1
B844,B,844,336,453,3,205,373,198,1
B845,B,845,296,446,6,201,383,148,1
B846,B,846,400,681,10,297,713,702,1
B847,B,847,381,600,5,295,493,160,1
B848,B,848,440,494,10,376,425,121,1
B849,B,849,417,596,12,314,512,196,1
B850,B,850,269,431,12,216,327,116,1
B851,B,851,490,775,14,416,648,184,1
B852,B,852,402,653,13,379,513,181,1
B853,B,853,394,652,8,324,520,183,1
B854,B,854,495,734,10,417,552,245,1
B855,B,855,332,628,10,266,489,183,1
B856,B,856,418,679,12,368,525,221,1
B857,B,857,340,600,7,340,452,144,0
B858,B,858,305,512,3,245,391,160,1
B859,B,859,204,493,13,183,363,115,1
B860,B,860,431,528,8,407,420,154,1
B861,B,861,456,588,4,397,501,139,1
B862,B,862,299,513,5,216,426,154,0
B863,B,863,417,642,13,309,486,250,0
B864,B,864,378,512,6,373,341,141,0
B865,B,865,472,635,10,424,459,231,1
B866,B,866,520,702,5,502,533,179,1
B867,B,867,361,591,14,357,432,159,1
B868,B,868,463,678,10,467,488,174,1
B869,B,869,402,449,4,368,355,120,1
B870,B,870,390,469,4,355,379,117,1
B871,B,871,438,395,11,457,267,68,1
B872,B,872,358,426,11,374,331,115,1
B873,B,873,426,574,5,399,444,149,1
B874,B,874,331,457,10,288,371,121,1
B875,B,875,335,468,13,306,373,116,1
B876,B,876,377,635,8,355,476,176,1
B877,B,877,372,625,11,326,493,163,1
B878,B,878,342,454,12,274,373,146,1
B879,B,879,514,686,15,534,527,132,1
B880,B,880,459,606,10,491,443,130,1
B881,B,881,450,777,13,421,566,189,1
B882,B,882,436,725,10,327,566,258,1
B883,B,883,514,702,6,450,539,210,1
B884,B,884,345,664,18,226,483,241,1
B885,B,885,334,491,5,320,396,100,1
B886,B,886,478,666,10,382,550,191,1
B887,B,887,372,733,6,260,528,238,1
B888,B,888,426,704,9,247,530,301,1
B889,B,889,265,380,6,275,309,60,1
B890,B,890,620,650,15,629,500,128,1
B891,B,891,339,368,4,404,249,52,1
B892,B,892,259,422,10,318,274,84,1
B893,B,893,260,320,6,259,251,64,1
B894,B,894,380,550,10,281,482,166,1
B895,B,895,387,702,6,274,572,201,1
B896,B,896,309,457,5,221,394,169,1
B897,B,897,387,512,14,324,441,136,1
B898,B,898,370,727,7,255,623,221,1
B899,B,899,378,582,4,267,517,164,1
B900,B,900,379,703,8,231,590,214,1
B901,B,901,419,580,8,266,540,224,1
B902,B,902,407,568,6,329,507,123,1
B903,B,903,383,616,2,254,554,174,1
B904,B,904,314,657,15,183,543,227,1
B905,B,905,500,687,9,363,611,222,1
B906,B,906,448,761,9,321,672,209,1
B907,B,907,331,545,4,206,469,171,1
B908,B,908,407,611,7,257,600,183,1
B909,B,909,388,516,11,243,492,157,1
B910,B,910,358,586,3,239,546,169,1
B911,B,911,346,537,6,226,462,159,1
B912,B,912,351,547,11,240,499,163,1
B913,B,913,337,611,8,213,593,146,0
B914,B,914,328,594,5,232,494,187,1
B915,B,915,351,542,5,222,447,209,1
B916,B,916,397,597,4,260,525,197,1
B917,B,917,358,612,7,251,542,169,1
B918,B,918,392,705,10,248,580,267,1
B919,B,919,353,624,6,224,511,202,0
B920,B,920,345,717,8,235,584,240,0
B921,B,921,347,654,8,239,562,178,1
B922,B,922,416,646,6,288,554,227,1
B923,B,923,458,504,13,283,488,183,0
B924,B,924,395,602,13,274,503,210,1
B925,B,925,472,736,13,316,644,242,1
B926,B,926,398,739,14,261,625,224,1
B927,B,927,346,598,6,277,471,204,1
B928,B,928,362,574,5,309,465,165,1
B929,B,929,338,526,13,252,446,167,1
B930,B,930,519,690,10,392,594,207,1
B931,B,931,459,554,11,341,441,218,1
B932,B,932,367,580,12,300,441,189,1
B933,B,933,429,558,10,277,483,237,1
B934,B,934,351,514,11,238,427,186,1
B935,B,935,385,550,5,267,461,204,1
B936,B,936,392,671,11,224,582,200,1
B937,B,937,339,564,9,238,435,216,1
B938,B,938,327,666,7,231,547,209,1
B939,B,939,420,743,8,280,629,256,1
B940,B,940,454,667,7,338,510,225,1
B941,B,941,429,652,11,301,546,218,1
B942,B,942,519,783,11,375,622,287,1
B943,B,943,376,642,7,252,534,214,1
B944,B,944,374,614,8,251,523,216,1
B945,B,945,345,663,7,272,482,222,1
B946,B,946,410,571,11,269,502,206,1
B947,B,947,305,559,12,237,427,186,1
B948,B,948,413,684,9,290,583,219,1
B949,B,949,570,775,15,333,778,227,1
B950,B,950,443,752,4,294,696,195,1
B951,B,951,418,676,7,283,653,160,1
B952,B,952,399,671,15,268,583,212,1
B953,B,953,251,416,7,174,366,126,1
B954,B,954,512,829,9,349,736,229,1
B955,B,955,549,664,12,366,640,191,1
B956,B,956,541,746,24,338,679,252,1
B957,B,957,527,746,6,318,714,206,1
B958,B,958,460,645,11,244,712,143,1
B959,B,959,422,604,16,282,591,133,1
B960,B,960,401,679,10,282,672,141,1
B961,B,961,406,777,16,257,733,188,1
B962,B,962,385,775,16,195,798,138,1
B963,B,963,355,720,10,159,764,172,1
B964,B,964,367,708,8,185,752,130,1
B965,B,965,322,649,12,146,682,148,1
B966,B,966,331,672,13,190,665,131,1
B967,B,967,308,642,7,163,639,125,1
B968,B,968,370,662,13,219,623,186,1
B969,B,969,274,538,3,175,498,126,1
B970,B,970,210,447,7,132,430,88,1
B971,B,971,345,529,6,240,442,177,1
B972,B,972,311,559,7,177,503,163,1
B973,B,973,419,717,12,258,671,194,1
B974,B,974,337,869,11,195,799,190,1
B975,B,975,384,847,7,207,813,200,1
B976,B,976,310,591,16,176,535,166,1
B977,B,977,352,689,12,205,668,188,1
B978,B,978,366,693,12,241,633,181,1
B979,B,979,527,602,13,321,626,181,1
B980,B,980,400,638,7,227,640,154,1
B981,B,981,397,675,8,211,662,186,1
B982,B,982,361,570,4,184,578,138,1
B983,B,983,442,485,6,373,460,317,1
B984,B,984,508,534,5,495,400,125,1
B985,B,985,281,358,4,252,279,96,1
B986,B,986,283,350,8,249,301,78,1
B987,B,987,146,808,9,129,739,70,1
B988,B,988,263,364,3,258,302,67,1
B989,B,989,217,327,6,189,280,63,1
B990,B,990,346,416,13,314,286,151,1
B991,B,991,314,353,8,330,229,114,0
B992,B,992,384,436,9,351,331,132,1
B993,B,993,242,385,8,137,204,286,1
B994,B,994,271,267,5,107,127,295,1
B995,B,995,203,284,0,169,241,71,1
B996,B,996,250,341,6,237,254,89,1
B997,B,997,183,275,4,122,252,76,1
B998,B,998,171,339,4,138,302,70,1
B999,B,999,137,785,8,125,716,70,1
B1000,B,1000,172,616,4,182,502,77,1
B1001,B,1001,458,680,4,431,557,136,1
B1002,B,1002,386,638,15,360,542,107,0
B1003,B,1003,587,612,8,557,501,136,1
B1004,B,1004,341,625,9,337,478,138,1
B1005,B,1005,403,697,15,383,541,141,1
B1006,B,1006,449,683,12,429,573,130,1
B1007,B,1007,379,577,12,362,491,108,1
B1008,B,1008,375,583,13,326,465,153,1
B1009,B,1009,316,622,13,311,540,98,1
B1010,B,1010,456,778,15,389,651,162,1
B1011,B,1011,331,609,13,289,496,154,1
B1012,B,1012,345,565,9,298,437,128,1
B1013,B,1013,231,393,7,196,316,104,0
B1014,B,1014,360,556,4,300,506,94,1
B1015,B,1015,322,554,14,292,462,113,1
B1016,B,1016,365,512,12,308,441,135,0
B1017,B,1017,330,483,7,306,390,91,1
B1018,B,1018,299,393,8,254,338,95,1
B1019,B,1019,320,441,4,288,372,91,1
B1020,B,1020,305,447,6,285,349,104,1
B1021,B,1021,302,442,2,263,367,93,1
B1022,B,1022,262,375,14,224,303,134,1
B1023,B,1023,295,365,2,253,305,95,1
B1024,B,1024,299,458,7,241,359,121,1
B1025,B,1025,403,525,9,331,459,134,0
B1026,B,1026,331,562,7,281,434,143,1
B1027,B,1027,409,582,7,383,450,139,1
B1028,B,1028,432,644,7,352,539,185,1
B1029,B,1029,253,400,8,229,314,89,1
B1030,B,1030,338,646,8,291,525,140,1
B1031,B,1031,277,537,6,224,456,121,1
B1032,B,1032,449,745,9,373,632,183,1
B1033,B,1033,423,564,12,383,465,121,1
B1034,B,1034,282,555,13,267,429,141,1
B1035,B,1035,301,455,3,290,358,92,1
B1036,B,1036,262,492,14,225,416,108,1
B1037,B,1037,314,526,9,279,448,109,1
B1038,B,1038,383,615,7,335,507,133,1
B1039,B,1039,302,494,8,280,392,124,0
B1040,B,1040,278,495,3,231,415,104,1
B1041,B,1041,198,484,3,175,391,94,1
B1042,B,1042,345,432,12,317,359,99,1
B1043,B,1043,327,520,11,279,423,122,1
B1044,B,1044,437,640,17,366,532,158,1
B1045,B,1045,446,500,11,428,403,109,1
B1046,B,1046,376,496,13,365,406,96,1
B1047,B,1047,400,566,5,350,477,125,1
B1048,B,1048,471,678,11,444,548,139,1
B1049,B,1049,488,604,7,452,490,144,1
B1050,B,1050,489,591,9,412,536,131,1
B1051,B,1051,467,608,8,442,474,136,1
B1052,B,1052,289,433,6,272,340,96,1
B1053,B,1053,454,539,8,441,432,111,1
B1054,B,1054,404,545,8,412,408,108,1
B1055,B,1055,480,564,12,448,447,136,1
B1056,B,1056,401,491,11,351,414,120,1
B1057,B,1057,463,554,13,425,483,97,1
B1058,B,1058,432,722,12,371,588,159,1
B1059,B,1059,432,656,12,358,585,143,1
B1060,B,1060,376,547,7,345,481,91,1
B1061,B,1061,334,482,8,258,411,127,1
B1062,B,1062,405,592,9,333,510,147,1
B1063,B,1063,357,528,9,308,397,160,1
B1064,B,1064,348,562,5,283,471,146,1
B1065,B,1065,375,466,11,297,393,136,1
B1066,B,1066,375,695,7,276,592,174,1
B1067,B,1067,365,695,16,277,607,179,1
B1068,B,1068,375,480,9,338,420,91,1
B1069,B,1069,312,451,10,266,399,96,1
B1070,B,1070,546,559,10,511,452,158,1
B1071,B,1071,502,462,11,436,378,145,1
B1072,B,1072,409,447,9,396,297,152,1
B1073,B,1073,306,361,9,294,266,105,1
B1074,B,1074,254,345,4,207,278,100,1
B1075,B,1075,348,372,7,305,254,163,1
B1076,B,1076,224,267,6,239,177,75,0
B1077,B,1077,273,330,1,285,237,75,1
B1078,B,1078,196,301,4,176,241,62,0
B1079,B,1079,293,364,4,260,276,116,1
B1080,B,1080,378,428,5,290,398,83,1
B1081,B,1081,444,623,16,458,416,184,1
B1082,B,1082,223,306,3,223,232,188,1
B1083,B,1083,218,358,8,219,220,121,1
B1084,B,1084,338,519,10,323,378,152,1
B1085,B,1085,279,390,7,271,233,151,1
B1086,B,1086,258,276,10,225,194,98,1
B1087,B,1087,394,585,9,352,432,185,1
B1088,B,1088,258,398,6,266,239,137,1
B1089,B,1089,229,328,5,229,207,108,1
B1090,B,1090,354,473,8,341,315,164,1
B1091,B,1091,289,412,7,317,264,108,1
B1092,B,1092,419,524,9,373,287,278,1
B1093,B,1093,431,579,11,375,340,298,1
B1094,B,1094,510,628,13,418,347,374,1
B1095,B,1095,413,418,9,351,314,159,1
B1096,B,1096,410,590,10,392,402,200,1
B1097,B,1097,318,452,10,330,254,185,1
B1098,B,1098,440,506,14,433,339,183,1
B1099,B,1099,450,528,11,426,375,168,0
B1100,B,1100,346,505,10,331,320,182,1
B1101,B,1101,423,426,9,385,266,192,1
B1102,B,1102,386,510,12,356,391,155,1
B1103,B,1103,402,487,7,410,332,133,1
B1104,B,1104,456,576,12,321,333,377,1
B1105,B,1105,401,582,11,256,313,418,1
B1106,B,1106,426,574,9,276,308,405,1
B1107,B,1107,370,614,17,362,282,351,0
B1108,B,1108,506,633,13,482,432,215,1
B1109,B,1109,477,620,13,433,405,245,0
B1110,B,1110,451,571,11,373,345,307,0
B1111,B,1111,255,479,3,249,336,127,1
B1112,B,1112,469,670,14,531,420,181,1
B1113,B,1113,428,448,6,435,273,160,1
B1114,B,1114,394,635,14,387,458,166,1
B1115,B,1115,344,463,6,357,287,138,1
B1116,B,1116,345,382,11,363,236,121,1
B1117,B,1117,380,347,14,358,228,142,1
B1118,B,1118,449,615,4,503,410,131,1
B1119,B,1119,570,590,13,551,445,167,1
B1120,B,1120,331,519,13,329,358,149,1
B1121,B,1121,399,551,12,405,406,145,1
B1122,B,1122,360,425,7,383,265,125,0
B1123,B,1123,409,486,7,427,347,118,1
B1124,B,1124,379,519,8,452,302,131,1
B1125,B,1125,402,529,7,438,332,152,1
B1126,B,1126,464,571,4,506,367,151,1
B1127,B,1127,558,541,12,565,371,150,1
B1128,B,1128,454,491,6,449,373,123,1
B1129,B,1129,406,440,7,368,345,105,1
B1130,B,1130,421,558,12,442,403,145,1
B1131,B,1131,368,501,7,405,367,94,1
B1132,B,1132,353,527,8,374,358,131,1
B1133,B,1133,421,556,11,411,420,116,1
B1134,B,1134,391,543,11,375,438,120,1
B1135,B,1135,439,561,9,449,394,133,1
B1136,B,1136,357,525,8,351,375,131,1
B1137,B,1137,400,521,13,253,586,74,1
B1138,B,1138,381,633,6,252,683,84,1
B1139,B,1139,368,601,8,283,573,99,1
B1140,B,1140,268,402,6,311,247,82,1
B1141,B,1141,251,430,6,270,299,115,1
B1142,B,1142,409,507,12,479,326,113,1
B1143,B,1143,508,603,7,563,420,121,1
B1144,B,1144,380,440,8,394,316,96,1
B1145,B,1145,443,559,9,450,403,136,1
B1146,B,1146,417,419,11,410,313,105,1
B1147,B,1147,370,579,14,391,407,156,1
B1148,B,1148,287,219,3,250,222,211,1
B1149,B,1149,297,339,8,281,255,96,1
B1150,B,1150,301,275,5,300,174,101,1
B1151,B,1151,370,352,9,368,248,115,1
B1152,B,1152,370,365,6,405,214,123,1
B1153,B,1153,353,282,8,346,171,115,1
B1154,B,1154,443,370,10,321,272,135,1
B1155,B,1155,397,373,8,375,265,130,1
B1156,B,1156,459,324,13,423,217,139,1
B1157,B,1157,464,467,8,426,333,161,0
B1158,B,1158,491,455,6,440,354,161,1
B1159,B,1159,273,235,9,264,173,68,1
B1160,B,1160,408,380,5,362,262,149,1
B1161,B,1161,500,334,12,445,288,106,1
B1162,B,1162,193,307,2,124,264,90,1
B1163,B,1163,452,505,12,450,370,143,1
B1164,B,1164,333,333,8,326,249,80,1
B1165,B,1165,426,349,7,391,260,119,1
B1166,B,1166,373,338,6,343,253,118,1
B1167,B,1167,463,338,6,411,255,142,1
B1168,B,1168,464,381,7,420,313,114,1
B1169,B,1169,410,384,13,357,300,145,1
B1170,B,1170,500,377,20,418,270,192,1
B1171,B,1171,461,470,11,373,388,189,1
B1172,B,1172,423,431,9,337,273,240,1
B1173,B,1173,480,566,18,416,419,214,1
B1174,B,1174,498,549,8,374,364,269,1
B1175,B,1175,480,676,8,404,539,224,1
B1176,B,1176,462,554,13,439,416,159,1
B1177,B,1177,477,523,15,399,415,171,1
B1178,B,1178,541,534,12,538,393,154,1
B1179,B,1179,325,477,9,255,428,116,1
B1180,B,1180,370,430,11,287,347,158,1
B1181,B,1181,346,477,10,294,407,139,1
B1182,B,1182,378,422,6,325,328,131,1
B1183,B,1183,271,517,6,205,474,87,1
B1184,B,1184,393,555,9,285,507,168,1
B1185,B,1185,242,510,7,171,391,162,1
B1186,B,1186,144,783,8,81,721,120,1
B1187,B,1187,283,622,18,206,571,133,1
B1188,B,1188,140,939,14,82,886,108,1
B1189,B,1189,242,368,10,198,333,56,1
B1190,B,1190,291,762,13,205,731,132,1
B1191,B,1191,549,486,5,497,364,174,1
B1192,B,1192,611,428,13,536,333,169,1
B1193,B,1193,316,536,4,221,461,154,1
B1194,B,1194,402,537,11,348,411,167,1
B1195,B,1195,488,381,12,467,257,147,1
B1196,B,1196,438,440,7,372,337,163,1
B1197,B,1197,314,308,7,245,292,278,1
B1198,B,1198,295,373,3,242,266,141,1
B1199,B,1199,386,450,11,277,333,229,1
B1200,B,1200,398,441,8,319,339,180,1
B1201,B,1201,349,376,7,285,281,160,1
B1202,B,1202,376,426,10,327,349,140,1
B1203,B,1203,340,421,8,277,313,171,1
B1204,B,1204,391,435,7,385,296,148,1
B1205,B,1205,416,421,12,443,245,154,1
B1206,B,1206,402,435,8,423,288,133,1
B1207,B,1207,355,444,5,272,303,217,1
B1208,B,1208,345,455,10,260,313,219,1
B1209,B,1209,348,350,8,245,271,186,1
B1210,B,1210,417,546,9,275,415,269,1
B1211,B,1211,405,468,10,270,346,247,1
B1212,B,1212,382,418,5,322,321,157,1
B1213,B,1213,456,492,9,368,396,175,1
B1214,B,1214,407,483,14,301,432,157,1
B1215,B,1215,440,513,9,316,408,231,1
B1216,B,1216,343,564,5,201,444,232,1
B1217,B,1217,360,501,8,214,419,242,1
B1218,B,1218,407,481,11,237,403,224,1
B1219,B,1219,417,482,9,305,396,206,1
B1220,B,1220,455,450,8,337,369,203,1
B1221,B,1221,323,466,6,222,381,180,1
B1222,B,1222,332,474,8,249,351,201,1
B1223,B,1223,422,502,10,287,451,166,1
B1224,B,1224,400,458,4,318,339,181,1
B1225,B,1225,377,489,10,265,401,196,1
B1226,B,1226,365,494,9,300,418,132,1
B1227,B,1227,394,509,10,244,450,197,1
B1228,B,1228,425,452,11,308,365,176,1
B1229,B,1229,344,546,10,185,494,217,1
B1230,B,1230,375,436,12,263,356,186,1
B1231,B,1231,291,452,4,164,425,148,1
B1232,B,1232,328,414,9,168,422,148,1
B1233,B,1233,362,435,6,274,334,185,1
B1234,B,1234,399,389,13,313,338,140,1
B1235,B,1235,338,418,3,242,350,143,1
B1236,B,1236,396,619,15,244,561,222,1
B1237,B,1237,371,555,8,235,499,187,1
B1238,B,1238,374,645,6,217,608,169,1
B1239,B,1239,346,615,14,200,619,166,1
B1240,B,1240,441,596,8,243,556,233,1
B1241,B,1241,387,506,6,229,493,172,1
B1242,B,1242,349,598,12,199,553,178,1
B1243,B,1243,377,554,8,201,543,181,1
B1244,B,1244,449,552,6,284,492,214,1
B1245,B,1245,400,481,9,296,405,164,1
B1246,B,1246,386,545,10,269,487,167,1
B1247,B,1247,408,504,6,296,461,155,1
B1248,B,1248,421,581,10,200,411,390,1
B1249,B,1249,464,595,12,190,330,521,1
B1250,B,1250,455,570,11,212,359,480,1
B1251,B,1251,457,689,12,142,448,556,1
B1252,B,1252,504,768,9,158,468,636,1
B1253,B,1253,420,605,10,153,403,473,1
B1254,B,1254,326,530,7,129,563,167,1
B1255,B,1255,482,683,12,258,675,228,1
B1256,B,1256,423,646,10,214,707,158,1
B1257,B,1257,391,601,6,207,627,166,1
B1258,B,1258,328,475,5,203,396,167,1
B1259,B,1259,330,570,14,154,589,171,1
B1260,B,1260,325,524,11,166,526,156,1
B1261,B,1261,404,451,12,253,443,148,1
B1262,B,1262,349,565,2,157,594,146,1
B1263,B,1263,350,499,13,180,489,158,1
B1264,B,1264,349,471,10,262,364,169,1
B1265,B,1265,404,518,10,308,408,208,1
B1266,B,1266,320,537,11,201,434,206,1
B1267,B,1267,352,424,10,333,341,106,1
B1268,B,1268,393,481,10,310,352,179,1
B1269,B,1269,403,579,13,231,504,258,1
B1270,B,1270,317,451,4,194,420,137,1
B1271,B,1271,470,617,13,332,683,646,1
B1272,B,1272,450,512,11,357,470,134,1
B1273,B,1273,571,580,21,422,576,162,1
B1274,B,1274,560,631,19,401,585,186,1
B1275,B,1275,490,688,11,367,642,203,1
B1276,B,1276,449,654,11,329,609,153,1
B1277,B,1277,513,575,16,314,558,217,1
B1278,B,1278,443,513,8,284,508,185,1
B1279,B,1279,416,521,5,284,503,154,1
B1280,B,1280,481,562,15,334,530,173,1
B1281,B,1281,607,641,15,442,586,204,1
B1282,B,1282,552,706,19,398,629,263,1
B1283,B,1283,472,579,18,345,620,181,1
B1284,B,1284,438,572,12,306,577,153,1
B1285,B,1285,423,401,6,293,383,118,1
B1286,B,1286,305,341,14,201,372,88,1
B1287,B,1287,554,614,22,440,606,134,1
B1288,B,1288,464,423,7,356,395,136,1
B1289,B,1289,511,597,14,400,541,144,1
B1290,B,1290,536,628,8,421,614,146,1
