ID,city,NO,VMDPP,VMKMT,VMOTHER,VCDPP,VCKMT,VCOTHER,VP
B1291,B,1291,540,632,13,425,563,173,1
B1292,B,1292,545,676,8,414,626,183,1
B1293,B,1293,463,555,10,279,315,414,1
B1294,B,1294,532,572,14,333,464,321,1
B1295,B,1295,312,390,10,232,293,181,0
B1296,B,1296,406,505,11,311,467,132,1
B1297,B,1297,333,496,7,228,459,113,1
B1298,B,1298,413,571,11,318,548,136,1
B1299,B,1299,493,605,12,332,545,174,1
B1300,B,1300,206,427,9,163,374,132,1
B1301,B,1301,425,617,8,342,564,124,1
B1302,B,1302,361,730,9,259,730,114,1
B1303,B,1303,361,484,10,273,483,77,1
B1304,B,1304,273,362,5,191,264,175,1
B1305,B,1305,247,467,8,182,448,83,1
B1306,B,1306,233,465,7,176,432,91,1
B1307,B,1307,450,566,9,345,522,138,1
B1308,B,1308,352,708,13,286,703,90,1
B1309,B,1309,349,601,10,286,586,80,1
B1310,B,1310,408,718,9,306,648,141,1
B1311,B,1311,304,643,6,269,601,101,1
B1312,B,1312,347,707,14,267,708,70,1
B1313,B,1313,350,566,9,318,532,76,1
B1314,B,1314,584,858,12,472,785,172,1
B1315,B,1315,597,881,12,484,801,197,1
B1316,B,1316,490,560,18,361,572,114,1
B1317,B,1317,428,449,9,349,445,96,1
B1318,B,1318,397,447,8,331,389,116,1
B1319,B,1319,412,438,9,407,368,79,1
B1320,B,1320,427,678,8,350,634,103,1
B1321,B,1321,401,631,15,351,587,111,1
B1322,B,1322,446,635,12,381,605,97,0
B1323,B,1323,537,531,10,463,485,115,0
B1324,B,1324,399,601,8,396,508,98,0
B1325,B,1325,497,800,17,331,732,179,0
B1326,B,1326,353,553,7,238,572,119,0
B1327,B,1327,431,747,13,314,756,96,0
B1328,B,1328,280,531,8,157,614,39,0
B1329,B,1329,470,646,15,386,597,124,1
B1330,B,1330,392,583,14,334,566,108,1
B1331,B,1331,434,727,14,333,742,89,1
B1332,B,1332,416,643,11,283,595,147,1
B1333,B,1333,362,539,4,252,517,123,1
B1334,B,1334,301,517,7,199,498,107,1
B1335,B,1335,530,524,10,353,554,130,1
B1336,B,1336,506,597,11,346,647,115,1
B1337,B,1337,435,685,9,326,710,65,1
B1338,B,1338,521,565,9,397,592,109,1
B1339,B,1339,412,482,9,317,481,84,1
B1340,B,1340,378,549,7,337,456,81,1
B1341,B,1341,417,573,11,332,541,87,1
B1342,B,1342,501,712,11,391,633,164,1
B1343,B,1343,500,650,13,418,587,150,1
B1344,B,1344,311,457,9,267,424,63,1
B1345,B,1345,410,596,13,363,493,93,1
B1346,B,1346,444,691,13,331,671,110,1
B1347,B,1347,442,638,11,320,625,133,1
B1348,B,1348,512,651,10,350,649,125,1
B1349,B,1349,443,672,15,386,494,238,1
B1350,B,1350,420,526,15,380,441,130,1
B1351,B,1351,350,481,14,350,320,182,1
B1352,B,1352,339,687,11,227,513,244,1
B1353,B,1353,468,504,13,326,425,251,1
B1354,B,1354,495,499,8,329,485,146,1
B1355,B,1355,474,684,9,370,656,160,1
B1356,B,1356,225,315,6,173,243,131,1
B1357,B,1357,466,473,10,339,402,179,1
B1358,B,1358,475,539,18,333,520,183,1
B1359,B,1359,386,432,9,291,409,98,1
B1360,B,1360,383,458,10,306,407,161,1
B1361,B,1361,347,370,14,237,369,87,1
B1362,B,1362,533,600,23,421,602,144,1
B1363,B,1363,440,590,18,335,559,128,1
B1364,B,1364,341,534,4,271,454,551,1
B1365,B,1365,379,528,12,242,357,230,1
B1366,B,1366,416,499,11,308,370,296,1
B1367,B,1367,364,465,9,250,362,219,1
B1368,B,1368,398,474,14,280,324,273,1
B1369,B,1369,322,407,5,268,281,179,1
B1370,B,1370,407,422,8,307,294,220,1
B1371,B,1371,475,516,17,350,343,300,1
B1372,B,1372,377,521,11,276,338,301,1
B1373,B,1373,506,593,4,285,195,622,1
B1374,B,1374,548,633,19,290,233,679,1
B1375,B,1375,518,578,18,343,252,501,1
B1376,B,1376,409,573,14,271,193,539,1
B1377,B,1377,563,635,14,366,274,558,1
B1378,B,1378,506,815,13,414,460,443,1
B1379,B,1379,601,624,11,374,252,609,1
B1380,B,1380,326,459,6,254,313,205,1
B1381,B,1381,398,566,13,338,317,302,1
B1382,B,1382,428,553,11,348,383,255,1
B1383,B,1383,331,498,17,268,291,268,1
B1384,B,1384,546,511,26,343,197,532,1
B1385,B,1385,575,512,7,336,203,555,1
B1386,B,1386,342,413,11,321,235,205,1
B1387,B,1387,443,483,8,398,271,253,1
B1388,B,1388,446,428,4,389,245,201,1
B1389,B,1389,445,572,10,435,319,249,1
B1390,B,1390,374,353,7,283,226,211,1
B1391,B,1391,371,502,4,320,288,256,1
B1392,B,1392,405,597,11,380,350,262,1
B1393,B,1393,340,456,9,311,220,231,1
B1394,B,1394,427,651,10,379,364,350,1
B1395,B,1395,424,636,13,400,384,268,1
B1396,B,1396,403,540,12,336,249,347,1
B1397,B,1397,403,567,11,323,316,308,1
B1398,B,1398,415,643,15,367,327,367,1
B1399,B,1399,473,583,13,424,309,315,1
B1400,B,1400,416,540,14,387,307,250,1
B1401,B,1401,335,389,9,232,191,316,1
B1402,B,1402,548,499,14,353,165,540,1
B1403,B,1403,405,456,3,305,245,299,1
B1404,B,1404,388,346,9,197,97,443,1
B1405,B,1405,417,572,10,370,395,198,1
B1406,B,1406,495,553,15,468,378,225,1
B1407,B,1407,566,601,21,491,458,239,1
B1408,B,1408,451,509,9,391,359,206,1
B1409,B,1409,449,483,9,387,358,188,1
B1410,B,1410,465,471,9,399,365,171,1
B1411,B,1411,381,565,11,299,439,216,1
B1412,B,1412,411,455,12,339,333,193,1
B1413,B,1413,356,453,14,314,314,202,1
B1414,B,1414,335,450,6,246,362,147,1
B1415,B,1415,528,615,21,384,544,253,1
B1416,B,1416,333,532,13,264,444,172,1
B1417,B,1417,444,542,10,309,479,202,1
B1418,B,1418,468,597,9,356,503,217,1
B1419,B,1419,490,527,14,344,484,165,1
B1420,B,1420,555,548,15,435,503,199,1
B1421,B,1421,472,476,13,347,425,180,1
B1422,B,1422,506,573,12,465,338,280,1
B1423,B,1423,417,558,8,389,330,241,1
B1424,B,1424,529,589,14,488,361,273,1
B1425,B,1425,440,542,18,410,302,275,1
B1426,B,1426,358,466,8,321,303,188,1
B1427,B,1427,349,435,10,331,273,160,1
B1428,B,1428,403,439,9,372,295,189,1
B1429,B,1429,492,673,16,439,437,282,1
B1430,B,1430,531,686,15,470,429,321,1
B1431,B,1431,513,685,6,427,406,339,1
B1432,B,1432,476,730,14,400,392,396,1
B1433,B,1433,496,632,10,432,336,358,1
B1434,B,1434,295,446,8,250,298,186,1
B1435,B,1435,369,508,9,323,328,216,1
B1436,B,1436,408,490,6,329,309,252,1
B1437,B,1437,513,583,20,480,353,258,1
B1438,B,1438,532,579,16,507,292,328,1
B1439,B,1439,457,632,9,436,341,299,1
B1440,B,1440,387,569,4,355,260,333,1
B1441,B,1441,404,619,13,402,330,305,1
B1442,B,1442,456,592,11,476,327,253,1
B1443,B,1443,498,517,9,455,259,291,1
B1444,B,1444,425,683,6,424,343,342,1
B1445,B,1445,453,540,12,342,444,210,1
B1446,B,1446,366,509,12,269,413,198,1
B1447,B,1447,406,581,13,293,445,215,1
B1448,B,1448,456,551,16,334,460,255,1
B1449,B,1449,458,591,22,393,485,185,1
B1450,B,1450,357,464,11,255,400,173,1
B1451,B,1451,475,571,12,429,327,279,1
B1452,B,1452,459,503,14,392,342,233,1
B1453,B,1453,414,533,16,365,344,217,1
B1454,B,1454,571,578,17,468,466,238,1
B1455,B,1455,499,636,12,435,469,215,1
B1456,B,1456,550,668,13,469,494,278,1
B1457,B,1457,495,640,9,452,424,254,0
B1458,B,1458,534,559,12,474,360,261,1
B1459,B,1459,528,653,12,474,475,239,1
B1460,B,1460,551,630,6,478,413,277,0
B1461,B,1461,502,577,14,414,422,224,1
B1462,B,1462,397,529,10,330,416,202,1
B1463,B,1463,372,506,7,326,376,169,1
B1464,B,1464,432,612,4,350,429,262,1
B1465,B,1465,352,439,5,266,367,149,1
B1466,B,1466,424,562,11,360,446,184,1
B1467,B,1467,320,386,6,274,311,125,1
B1468,B,1468,361,438,8,286,308,180,0
B1469,B,1469,432,526,15,349,412,238,0
B1470,B,1470,429,477,8,319,278,408,1
B1471,B,1471,437,538,7,335,362,263,1
B1472,B,1472,415,599,18,304,354,384,1
B1473,B,1473,380,609,8,323,400,266,1
B1474,B,1474,457,602,13,384,341,340,1
B1475,B,1475,375,462,8,289,281,262,1
B1476,B,1476,391,624,22,279,338,407,1
B1477,B,1477,380,584,9,311,333,324,1
B1478,B,1478,396,605,16,305,351,342,1
B1479,B,1479,397,545,11,295,285,346,1
B1480,B,1480,304,356,8,246,213,216,1
B1481,B,1481,396,509,5,301,303,291,1
B1482,B,1482,284,504,10,203,281,309,1
B1483,B,1483,266,354,4,211,143,274,1
B1484,B,1484,329,467,10,246,295,251,1
B1485,B,1485,298,444,13,221,263,257,1
B1486,B,1486,392,560,9,328,324,301,1
B1487,B,1487,383,643,9,289,349,382,1
B1488,B,1488,364,625,12,268,323,413,1
B1489,B,1489,319,488,6,208,284,302,1
B1490,B,1490,324,474,14,243,298,266,1
B1491,B,1491,390,449,6,287,300,256,1
B1492,B,1492,436,430,8,300,316,247,1
B1493,B,1493,352,410,3,241,264,261,1
B1494,B,1494,290,351,7,206,199,232,1
B1495,B,1495,368,503,7,222,329,319,1
B1496,B,1496,385,396,4,253,189,326,1
B1497,B,1497,396,509,9,230,345,295,1
B1498,B,1498,394,452,7,282,324,247,1
B1499,B,1499,410,424,9,293,218,325,1
B1500,B,1500,467,361,14,306,189,340,1
B1501,B,1501,320,542,13,232,249,383,1
B1502,B,1502,266,440,8,176,226,298,1
B1503,B,1503,427,487,5,313,280,323,1
B1504,B,1504,445,398,8,340,263,234,1
B1505,B,1505,437,469,13,342,309,257,1
B1506,B,1506,328,308,10,223,227,200,1
B1507,B,1507,291,467,9,182,386,188,1
B1508,B,1508,324,622,13,227,282,440,1
B1509,B,1509,450,606,12,352,309,399,1
B1510,B,1510,376,435,8,270,205,339,1
B1511,B,1511,502,463,11,291,346,330,1
B1512,B,1512,381,345,11,297,190,243,1
B1513,B,1513,348,528,18,208,458,228,1
B1514,B,1514,340,372,7,124,298,292,1
B1515,B,1515,247,358,7,149,260,196,1
B1516,B,1516,305,413,9,160,392,174,1
B1517,B,1517,256,366,4,134,342,147,1
B1518,B,1518,385,630,11,191,622,211,1
B1519,B,1519,340,522,5,164,481,214,1
B1520,B,1520,298,455,6,169,411,177,1
B1521,B,1521,291,423,9,156,396,161,1
B1522,B,1522,303,598,13,209,494,205,1
B1523,B,1523,265,586,9,142,539,171,1
B1524,B,1524,298,599,8,172,499,229,1
B1525,B,1525,187,372,9,111,343,107,1
B1526,B,1526,303,562,17,152,544,188,1
B1527,B,1527,203,350,6,93,270,196,1
B1528,B,1528,249,403,10,113,323,224,1
B1529,B,1529,254,539,14,119,425,262,1
B1530,B,1530,267,620,4,138,468,282,1
B1531,B,1531,245,481,8,116,428,184,1
B1532,B,1532,242,476,7,87,521,121,1
B1533,B,1533,288,591,10,163,569,144,1
B1534,B,1534,266,505,7,155,485,126,1
B1535,B,1535,298,383,8,172,392,122,1
B1536,B,1536,194,490,10,96,441,150,1
B1537,B,1537,203,431,5,106,381,149,1
B1538,B,1538,251,431,8,103,361,210,1
B1539,B,1539,210,408,5,94,388,128,1
B1540,B,1540,268,648,13,158,597,167,1
B1541,B,1541,177,328,6,65,340,108,1
B1542,B,1542,415,515,8,193,496,235,1
B1543,B,1543,462,658,15,238,547,356,1
B1544,B,1544,224,423,8,114,335,208,1
B1545,B,1545,228,451,10,124,357,201,1
B1546,B,1546,399,440,12,206,515,123,1
B1547,B,1547,224,346,9,132,307,135,1
B1548,B,1548,221,359,2,112,331,138,1
B1549,B,1549,188,275,2,93,298,66,1
B1550,B,1550,227,257,3,108,326,50,1
B1551,B,1551,358,624,8,209,575,186,1
B1552,B,1552,361,554,6,261,466,179,1
B1553,B,1553,447,614,8,310,550,198,1
B1554,B,1554,352,509,11,324,404,122,1
B1555,B,1555,392,451,9,249,405,187,1
B1556,B,1556,206,252,8,126,270,56,1
B1557,B,1557,426,612,22,322,550,177,1
B1558,B,1558,515,714,19,320,700,210,1
B1559,B,1559,222,424,9,138,433,73,1
B1560,B,1560,367,662,15,204,669,153,1
B1561,B,1561,283,601,3,213,559,111,1
B1562,B,1562,323,410,11,201,408,126,1
B1563,B,1563,335,515,8,250,478,134,1
B1564,B,1564,252,492,8,182,432,134,1
B1565,B,1565,240,372,15,197,307,117,1
B1566,B,1566,240,379,9,175,315,130,1
B1567,B,1567,401,586,19,302,541,154,1
B1568,B,1568,366,407,12,262,352,171,1
B1569,B,1569,466,375,14,262,355,224,1
B1570,B,1570,285,403,4,195,400,98,1
B1571,B,1571,246,381,12,132,397,102,1
B1572,B,1572,258,464,13,187,441,105,1
B1573,B,1573,347,395,6,350,341,64,1
B1574,B,1574,329,264,7,160,347,89,1
B1575,B,1575,88,384,5,80,341,45,1
B1576,B,1576,366,547,13,254,523,134,1
B1577,B,1577,291,328,11,218,296,111,1
B1578,B,1578,199,331,5,162,248,113,1
B1579,B,1579,336,568,14,215,475,222,1
B1580,B,1580,51,99,1,44,75,28,1
B1581,B,1581,208,236,10,161,203,85,1
B1582,B,1582,78,324,3,50,298,52,0
B1583,B,1583,264,397,8,216,326,131,0
B1584,B,1584,40,110,1,24,119,6,0
B1585,B,1585,296,393,6,185,391,119,0
B1586,B,1586,201,510,2,82,424,204,0
B1587,B,1587,130,199,4,79,194,58,0
B1588,B,1588,159,580,8,88,342,305,0
B1589,B,1589,119,331,5,61,259,124,0
B1590,B,1590,49,146,3,29,69,103,0
B1591,B,1591,65,296,7,11,185,171,0
B1592,B,1592,51,214,3,26,196,45,0
B1593,B,1593,206,406,12,85,351,173,0
B1594,B,1594,34,231,3,9,124,126,0
B1595,B,1595,121,259,5,77,206,95,0
B1596,B,1596,102,147,0,24,156,56,0
B1597,B,1597,153,348,7,54,310,121,0
B1598,B,1598,121,244,2,48,186,119,0
B1599,B,1599,40,153,2,16,98,76,0
B1600,B,1600,32,64,0,3,60,30,0
B1601,B,1601,156,429,2,38,374,163,0
